siteName;pageName;date;currency;generatedAt;revenueDisplay;revenuePerformance;revenueSubscriptions;revenueLicencing;revenueAIUsage;revenue;visits;impressions;clicksOCNetwork;clicksAd;ecpm;cpc;pageCtr;premiumQuality;standardQuality;lowQuality;Licenced;usageAI;earningsCNFTlicence;newSubscriptions;topics;promotionsCount;OCNetworkImpressions;OCNetworkClicks;OCNetworkRevenueDisplay;OCNetworkRevenuePerformance;OCNetworkRevenueSubscriptions;OCNetworkRevenueLicencing;OCNetworkRevenueAIUsage;;;VisitsUntergrenze;Visits Obergrenze;CPM;CPC;LicenceFee;AIUsageFee
ocoso.io;More benefits - less risc;06.02.25;CUSD;16.01.25;0,204;39;20;0;0,02;59,224;85;340;238;15;20,13616;2,6;4%;0,344%;33,804%;66%;0;1;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";211;24199;96796;290,388;14519,4;30313,32688;2464,783881;1232,39194;;;24,64783881;151,5666344;0,6;2,6;10;0,02
ocoso.io;More benefits - less risc;07.02.25;CUSD;16.01.25;0,1144;42;16;0;0;58,1144;143;286;257;21;16,6207184;2;7%;0,197%;27,532%;72%;0;0;0;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";589;22850;91400;91,4;22850;30919,59342;2489,43172;1244,71586;;;24,8943172;154,5979671;0,4;2;10;0,02
ocoso.io;More benefits - less risc;08.02.25;CUSD;16.01.25;0,049;3,6;16;10;0;29,649;35;35;21;4;1,037715;0,9;11%;0,165%;87,693%;12%;1;0;10;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1687;26241;26241;78,723;7872,3;31537,98528;2514,326037;1257,163018;;;25,14326037;157,6899264;1,4;0,9;10;0,02
ocoso.io;More benefits - less risc;09.02.25;CUSD;16.01.25;0,6032;66,7;8;10;0,02;85,3232;116;464;232;29;39,5899648;2,3;6%;0,707%;21,120%;78%;1;1;10;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1246;25936;25936;77,808;20748,8;32168,74499;2539,469297;1269,734649;;;25,39469297;160,8437249;1,3;2,3;10;0,02
ocoso.io;More benefits - less risc;10.02.25;CUSD;16.01.25;0,0374;7,2;20;10;0;37,2374;34;34;27;3;1,2660716;2,4;9%;0,100%;80,564%;19%;1;0;10;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1681;21485;21485;42,97;23633,5;32812,11989;2564,86399;1282,431995;;;25,6486399;164,0605994;1,1;2,4;10;0,02
ocoso.io;More benefits - less risc;11.02.25;CUSD;16.01.25;0,2212;7;20;10;0;37,2212;158;316;158;7;11,7618992;1;2%;0,594%;80,599%;19%;1;0;10;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1123;23546;94184;282,552;7063,8;33468,36229;2590,51263;1295,256315;;;25,9051263;167,3418114;0,7;1;10;0,02
ocoso.io;More benefits - less risc;12.02.25;CUSD;16.01.25;0,63;14;12;10;0;36,63;105;420;378;5;15,3846;2,8;1%;1,720%;60,060%;38%;1;0;10;3;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1048;28403;56806;170,418;25562,7;34137,72953;2616,417756;1308,208878;;;26,16417756;170,6886477;1,5;2,8;10;0,02
ocoso.io;More benefits - less risc;13.02.25;CUSD;16.01.25;0,568;33,6;4;10;0,02;48,188;142;568;454;12;27,370784;2,8;2%;1,179%;29,094%;70%;1;1;10;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";356;27494;109976;329,928;30243,4;34820,48412;2642,581934;1321,290967;;;26,42581934;174,1024206;1;2,8;10;0,02
ocoso.io;More benefits - less risc;14.02.25;CUSD;16.01.25;0,4082;92,8;4;10;0,02;107,2282;157;314;31;32;33,6696548;2,9;10%;0,381%;13,075%;87%;1;1;10;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1640;28626;28626;57,252;17175,6;35516,89381;2669,007753;1334,503877;;;26,69007753;177,584469;1,3;2,9;10;0,02
ocoso.io;More benefits - less risc;15.02.25;CUSD;16.01.25;0,1078;14,4;4;10;0,02;28,5278;77;154;62;6;4,3932812;2,4;4%;0,378%;49,145%;50%;1;1;10;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";355;24239;72717;72,717;16967,3;36227,23168;2695,697831;1347,848915;;;26,95697831;181,1361584;0,7;2,4;10;0,02
