Name;Volume each;flow_1;Tier 1 Name;self_1;flow_2;Tier 2 Name;self_2;flow_3;Tier 3 Name;self_3;flow_4;Tier 4 Name;self_4;flow_5;Tier 5 Name;self_5;flow_6;Tier 6 Name;self_6
Business Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;496;Business Travel;496;;;
Camping;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;217;Camping;217;;;
Cruises;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;234;Cruises;234;;;
Day Trips;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;333;Day Trips;333;;;
Family Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;630;Family Travel;630;;;
Honeymoons and Getaways;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;504;Honeymoons and Getaways;504;;;
Hotels and Motels;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;576;Hotels and Motels;576;;;
Rail Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;139;Rail Travel;139;;;
Road Trips;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;213;Road Trips;213;;;
Spas;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;1;Spas;1;;;
Government;0;;OCOSO;;184623;Government;61541;123082;;;;;;;;;;;
Politics;0;;OCOSO;;;Government;;2721;Politics;907;1814;;;;;;;;
Civic affairs;0;;OCOSO;;;Government;;;Politics;;885;Civic affairs;885;;;;;;
Elections;0;;OCOSO;;;Government;;;Politics;;352;Elections;352;;;;;;
Political Issues & Policy;0;;OCOSO;;;Government;;;Politics;;577;Political Issues & policy;577;;;;;;
War and Conflicts;0;;OCOSO;;;Government;;120361;War and Conflicts;120361;;;;;;;;;
