Asset_ID;Category;Monetization;Start_Date;Rev_2025-01-12;Rev_2025-01-13;Rev_2025-01-14;Rev_2025-01-15;Rev_2025-01-16;Rev_2025-01-17;Rev_2025-01-18;Rev_2025-01-19;Rev_2025-01-20;Rev_2025-01-21;Rev_2025-01-22;Rev_2025-01-23;Rev_2025-01-24;Rev_2025-01-25;Rev_2025-01-26;Rev_2025-01-27;Rev_2025-01-28;Rev_2025-01-29;Rev_2025-01-30;Rev_2025-01-31;Rev_2025-02-01;Rev_2025-02-02;Rev_2025-02-03;Rev_2025-02-04;Rev_2025-02-05;Rev_2025-02-06;Rev_2025-02-07;Rev_2025-02-08;Rev_2025-02-09;Rev_2025-02-10;Rev_2025-02-11;Rev_2025-02-12;Rev_2025-02-13;Rev_2025-02-14;Rev_2025-02-15;Rev_2025-02-16;Rev_2025-02-17;Rev_2025-02-18;Rev_2025-02-19;Rev_2025-02-20;Rev_2025-02-21;Rev_2025-02-22;Rev_2025-02-23;Rev_2025-02-24;Rev_2025-02-25;Rev_2025-02-26;Rev_2025-02-27;Rev_2025-02-28;Rev_2025-03-01;Rev_2025-03-02;Rev_2025-03-03;Rev_2025-03-04;Rev_2025-03-05;Rev_2025-03-06;Rev_2025-03-07;Rev_2025-03-08;Rev_2025-03-09;Rev_2025-03-10;Rev_2025-03-11;Rev_2025-03-12;Rev_2025-03-13;Rev_2025-03-14;Rev_2025-03-15;Rev_2025-03-16;Rev_2025-03-17;Rev_2025-03-18;Rev_2025-03-19;Rev_2025-03-20;Rev_2025-03-21;Rev_2025-03-22;Rev_2025-03-23;Rev_2025-03-24;Rev_2025-03-25;Rev_2025-03-26;Rev_2025-03-27;Rev_2025-03-28;Rev_2025-03-29;Rev_2025-03-30;Rev_2025-03-31;Rev_2025-04-01;Rev_2025-04-02;Rev_2025-04-03;Rev_2025-04-04;Rev_2025-04-05;Rev_2025-04-06;Rev_2025-04-07;Rev_2025-04-08;Rev_2025-04-09;Rev_2025-04-10;Rev_2025-04-11
IP-0617;Health & Wellness;Subscriptions;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57;1,57
IP-0618;Lifestyle;Staking;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27;1,27
IP-0619;Technology;Subscriptions;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35
IP-0619;Technology;Staking;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
IP-0620;Education;Licensing;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87
IP-0620;Education;Subscriptions;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83
IP-0621;Knowledge & Utilities;Licensing;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65;4,65
IP-0622;Lifestyle;Advertising;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05;3,05
IP-0623;Technology;Staking;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34;1,34
IP-0624;Technology;Advertising;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,92
IP-0625;Knowledge & Utilities;Staking;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37;4,37
IP-0626;Media & Entertainment;Subscriptions;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72
IP-0627;Politics & News;Staking;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87;1,87
IP-0627;Politics & News;Subscriptions;24.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37;1,37
IP-0628;Health & Wellness;Licensing;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28;4,28
IP-0629;Knowledge & Utilities;Advertising;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05;2,05
IP-0630;Publishing;Advertising;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11;2,11
IP-0630;Publishing;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2
IP-0631;Health & Wellness;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,04
IP-0631;Health & Wellness;Advertising;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09;3,09
IP-0632;Knowledge & Utilities;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35
IP-0632;Knowledge & Utilities;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58
IP-0633;Knowledge & Utilities;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37
IP-0634;Gaming;Licensing;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78;2,78
IP-0634;Gaming;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,09
IP-0635;Media & Entertainment;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47
IP-0636;Publishing;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07;4,07
IP-0637;Gaming;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88;1,88
IP-0638;Lifestyle;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61;4,61
IP-0639;Gaming;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18
IP-0640;Technology;Licensing;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58
IP-0641;Lifestyle;Licensing;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98
IP-0642;Technology;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52
IP-0642;Technology;Staking;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12;2,12
IP-0643;Education;Subscriptions;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86;1,86
IP-0643;Education;Licensing;25.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62;4,62
IP-0644;Publishing;Staking;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5
IP-0645;Finance & Business;Staking;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05
IP-0646;Health & Wellness;Advertising;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48;3,48
IP-0647;Lifestyle;Subscriptions;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78;1,78
IP-0648;Publishing;Subscriptions;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72
IP-0649;Publishing;Licensing;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82
IP-0650;Gaming;Subscriptions;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
IP-0650;Gaming;Advertising;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8
IP-0651;Politics & News;Licensing;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47;3,47
IP-0652;Health & Wellness;Licensing;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73
IP-0653;Finance & Business;Subscriptions;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52;4,52
IP-0653;Finance & Business;Advertising;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4;2,4
IP-0654;Gaming;Staking;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79;2,79
IP-0654;Gaming;Licensing;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,75
IP-0655;Publishing;Advertising;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17;1,17
IP-0655;Publishing;Subscriptions;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85;2,85
IP-0656;Health & Wellness;Licensing;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37;2,37
IP-0656;Health & Wellness;Advertising;26.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86
